location,name,category,price,cost,utility,quantity,total,total_utility,Year,Month,Day_name,Day,Hour,sale_timestamp
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Sunday,17,19,2024-03-17 19:33:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Sunday,28,0,2024-01-28 00:36:00
Downtown,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Monday,15,9,2024-04-15 09:25:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Saturday,27,19,2024-04-27 19:11:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,February,Tuesday,27,12,2024-02-27 12:39:00
Financial District,Tea,Drink,3.31,1.73,1.58,4,13.24,6.32,2024,February,Sunday,4,18,2024-02-04 18:18:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Tuesday,9,6,2024-04-09 06:10:00
University District,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,January,Wednesday,31,2,2024-01-31 02:04:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Sunday,3,23,2024-03-03 23:27:00
Mall,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,January,Saturday,20,13,2024-01-20 13:07:00
University District,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,February,Saturday,24,2,2024-02-24 02:34:00
University District,Wrap,Food,4.36,2.28,2.08,4,17.44,8.32,2024,March,Tuesday,26,7,2024-03-26 07:59:00
Financial District,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,February,Saturday,24,13,2024-02-24 13:53:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Monday,1,23,2024-04-01 23:12:00
Downtown,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,January,Tuesday,2,10,2024-01-02 10:08:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,3,14.13,6.75,2024,April,Sunday,28,2,2024-04-28 02:52:00
University District,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,January,Wednesday,31,12,2024-01-31 12:15:00
Financial District,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,April,Tuesday,16,15,2024-04-16 15:14:00
Financial District,Americano,Coffee,4.69,2.45,2.24,4,18.76,8.96,2024,March,Friday,22,20,2024-03-22 20:44:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Monday,4,7,2024-03-04 07:59:00
Mall,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,April,Tuesday,23,22,2024-04-23 22:05:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,March,Sunday,17,9,2024-03-17 09:02:00
Financial District,Tea,Drink,3.31,1.73,1.58,3,9.93,4.74,2024,April,Thursday,11,13,2024-04-11 13:37:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,April,Sunday,14,16,2024-04-14 16:51:00
University District,Macchiato,Coffee,2.26,1.18,1.08,3,6.78,3.24,2024,February,Thursday,8,19,2024-02-08 19:25:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,April,Monday,29,21,2024-04-29 21:34:00
Suburbs,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,January,Saturday,13,13,2024-01-13 13:01:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,February,Friday,23,11,2024-02-23 11:35:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,March,Sunday,17,1,2024-03-17 01:08:00
Mall,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Friday,22,17,2024-03-22 17:40:00
Mall,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,April,Monday,8,14,2024-04-08 14:04:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,January,Wednesday,17,14,2024-01-17 14:51:00
University District,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,March,Sunday,10,13,2024-03-10 13:35:00
Mall,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,18,2,2024-01-18 02:54:00
Mall,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,March,Saturday,2,10,2024-03-02 10:38:00
Financial District,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,February,Wednesday,7,10,2024-02-07 10:06:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Sunday,24,15,2024-03-24 15:57:00
University District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Tuesday,20,7,2024-02-20 07:50:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Sunday,10,11,2024-03-10 11:09:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Thursday,15,8,2024-02-15 08:44:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,March,Thursday,14,6,2024-03-14 06:40:00
Mall,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,February,Thursday,15,3,2024-02-15 03:47:00
University District,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,January,Monday,1,23,2024-01-01 23:45:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,4,15.76,7.52,2024,April,Tuesday,2,5,2024-04-02 05:25:00
Financial District,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,February,Wednesday,14,17,2024-02-14 17:31:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Monday,8,8,2024-01-08 08:43:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Tuesday,9,10,2024-01-09 10:32:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Thursday,11,23,2024-04-11 23:53:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,February,Friday,9,2,2024-02-09 02:38:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,April,Friday,12,19,2024-04-12 19:37:00
University District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Saturday,16,0,2024-03-16 00:51:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Monday,15,15,2024-01-15 15:08:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Wednesday,10,9,2024-01-10 09:31:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Monday,18,23,2024-03-18 23:29:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Wednesday,24,19,2024-01-24 19:28:00
Downtown,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Sunday,10,22,2024-03-10 22:14:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Monday,4,17,2024-03-04 17:22:00
Financial District,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,March,Saturday,9,4,2024-03-09 04:37:00
Mall,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Sunday,28,20,2024-04-28 20:20:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,April,Tuesday,9,16,2024-04-09 16:11:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Wednesday,13,12,2024-03-13 12:45:00
Financial District,Wrap,Food,4.36,2.28,2.08,2,8.72,4.16,2024,April,Tuesday,23,15,2024-04-23 15:06:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,March,Thursday,14,18,2024-03-14 18:43:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,3,15.87,7.59,2024,February,Sunday,18,19,2024-02-18 19:53:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,April,Wednesday,10,22,2024-04-10 22:23:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Friday,29,9,2024-03-29 09:26:00
Downtown,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,January,Wednesday,3,15,2024-01-03 15:21:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Tuesday,20,9,2024-02-20 09:53:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,April,Friday,19,10,2024-04-19 10:23:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,February,Wednesday,21,3,2024-02-21 03:15:00
Downtown,Latte,Coffee,6.28,3.28,3.0,4,25.12,12.0,2024,February,Monday,26,1,2024-02-26 01:29:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,February,Thursday,8,8,2024-02-08 08:33:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Sunday,14,21,2024-01-14 21:31:00
University District,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,February,Saturday,3,23,2024-02-03 23:00:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Monday,15,10,2024-04-15 10:36:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,February,Sunday,25,14,2024-02-25 14:45:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Friday,5,20,2024-04-05 20:32:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,January,Friday,12,12,2024-01-12 12:23:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,March,Sunday,31,11,2024-03-31 11:23:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,February,Tuesday,20,8,2024-02-20 08:52:00
Suburbs,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,January,Wednesday,10,20,2024-01-10 20:41:00
University District,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,February,Sunday,11,16,2024-02-11 16:19:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,January,Monday,15,4,2024-01-15 04:20:00
University District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Monday,29,4,2024-01-29 04:42:00
Downtown,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,March,Sunday,10,13,2024-03-10 13:16:00
University District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,February,Sunday,4,1,2024-02-04 01:11:00
Financial District,Espresso,Coffee,3.69,1.93,1.76,4,14.76,7.04,2024,January,Tuesday,9,18,2024-01-09 18:29:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,January,Saturday,20,21,2024-01-20 21:55:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Friday,29,15,2024-03-29 15:32:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Tuesday,2,4,2024-04-02 04:14:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,3,8.88,4.23,2024,February,Sunday,25,17,2024-02-25 17:50:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Saturday,6,6,2024-01-06 06:29:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,4,15.76,7.52,2024,March,Saturday,16,15,2024-03-16 15:54:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,January,Thursday,4,5,2024-01-04 05:35:00
Downtown,Latte,Coffee,6.28,3.28,3.0,4,25.12,12.0,2024,February,Wednesday,21,14,2024-02-21 14:05:00
Downtown,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,April,Monday,8,12,2024-04-08 12:29:00
Downtown,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Friday,5,14,2024-01-05 14:45:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Friday,22,12,2024-03-22 12:19:00
Financial District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Thursday,25,3,2024-04-25 03:54:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,February,Saturday,3,1,2024-02-03 01:54:00
Mall,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,April,Monday,15,21,2024-04-15 21:44:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,April,Friday,19,13,2024-04-19 13:03:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,January,Friday,26,12,2024-01-26 12:40:00
Mall,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Saturday,20,14,2024-01-20 14:33:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,April,Saturday,27,3,2024-04-27 03:03:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,4,23.6,11.28,2024,February,Sunday,4,18,2024-02-04 18:51:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,April,Thursday,4,2,2024-04-04 02:30:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Wednesday,13,15,2024-03-13 15:22:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,4,10.8,5.16,2024,February,Wednesday,28,23,2024-02-28 23:05:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Monday,4,23,2024-03-04 23:39:00
Downtown,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,January,Monday,8,20,2024-01-08 20:39:00
Mall,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Sunday,25,17,2024-02-25 17:38:00
University District,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,March,Tuesday,12,17,2024-03-12 17:33:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Friday,5,5,2024-04-05 05:00:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,March,Monday,18,17,2024-03-18 17:30:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,March,Sunday,17,19,2024-03-17 19:49:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,3,17.7,8.46,2024,January,Friday,19,0,2024-01-19 00:20:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Saturday,6,20,2024-04-06 20:54:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,February,Monday,5,20,2024-02-05 20:51:00
Downtown,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,January,Monday,15,8,2024-01-15 08:48:00
Downtown,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,January,Thursday,11,1,2024-01-11 01:12:00
Suburbs,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,February,Sunday,25,20,2024-02-25 20:36:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Thursday,25,18,2024-01-25 18:31:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,February,Tuesday,20,21,2024-02-20 21:39:00
Downtown,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,January,Monday,8,14,2024-01-08 14:40:00
University District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Tuesday,26,4,2024-03-26 04:12:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,3,14.13,6.75,2024,March,Wednesday,27,4,2024-03-27 04:38:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Tuesday,2,11,2024-04-02 11:06:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Thursday,25,4,2024-01-25 04:33:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Thursday,25,23,2024-01-25 23:36:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,March,Friday,15,16,2024-03-15 16:29:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,March,Sunday,31,8,2024-03-31 08:40:00
Downtown,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,February,Thursday,15,14,2024-02-15 14:18:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,February,Sunday,4,19,2024-02-04 19:08:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,April,Monday,15,22,2024-04-15 22:32:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,February,Sunday,4,19,2024-02-04 19:38:00
Mall,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,January,Sunday,7,13,2024-01-07 13:23:00
University District,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,February,Sunday,18,14,2024-02-18 14:09:00
Mall,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,April,Monday,1,17,2024-04-01 17:02:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,March,Tuesday,26,23,2024-03-26 23:01:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Tuesday,5,0,2024-03-05 00:38:00
Downtown,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Monday,12,14,2024-02-12 14:16:00
Financial District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Sunday,21,4,2024-01-21 04:57:00
University District,Mocha,Coffee,2.7,1.41,1.29,4,10.8,5.16,2024,April,Sunday,14,8,2024-04-14 08:18:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,February,Monday,5,15,2024-02-05 15:56:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Wednesday,28,20,2024-02-28 20:24:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,March,Saturday,2,2,2024-03-02 02:55:00
Financial District,Salad,Food,3.37,1.76,1.61,3,10.11,4.83,2024,April,Tuesday,9,23,2024-04-09 23:54:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,4,11.84,5.64,2024,April,Monday,22,9,2024-04-22 09:18:00
University District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Sunday,14,18,2024-04-14 18:19:00
Mall,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Tuesday,16,16,2024-04-16 16:09:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Thursday,22,17,2024-02-22 17:19:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,March,Wednesday,13,2,2024-03-13 02:54:00
Mall,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Tuesday,6,19,2024-02-06 19:54:00
Suburbs,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Friday,8,15,2024-03-08 15:51:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Wednesday,3,5,2024-04-03 05:59:00
Financial District,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Saturday,20,14,2024-01-20 14:34:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Monday,22,5,2024-01-22 05:28:00
Suburbs,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,February,Saturday,17,15,2024-02-17 15:53:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Friday,22,18,2024-03-22 18:46:00
University District,Americano,Coffee,4.69,2.45,2.24,3,14.07,6.72,2024,March,Sunday,17,2,2024-03-17 02:22:00
Downtown,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Wednesday,7,23,2024-02-07 23:43:00
Financial District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,March,Friday,22,16,2024-03-22 16:34:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,March,Sunday,10,9,2024-03-10 09:28:00
University District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,February,Thursday,22,6,2024-02-22 06:13:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,March,Thursday,21,16,2024-03-21 16:10:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Friday,12,13,2024-01-12 13:22:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,February,Saturday,24,23,2024-02-24 23:36:00
Mall,Americano,Coffee,4.69,2.45,2.24,4,18.76,8.96,2024,February,Tuesday,27,4,2024-02-27 04:53:00
Mall,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,January,Sunday,7,5,2024-01-07 05:50:00
Downtown,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,January,Wednesday,3,21,2024-01-03 21:30:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Thursday,18,6,2024-04-18 06:09:00
Mall,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,April,Thursday,4,14,2024-04-04 14:08:00
Mall,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Tuesday,2,5,2024-04-02 05:04:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Wednesday,21,4,2024-02-21 04:07:00
Mall,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Monday,8,7,2024-04-08 07:05:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Tuesday,26,16,2024-03-26 16:16:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,February,Thursday,29,1,2024-02-29 01:11:00
University District,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,January,Tuesday,16,0,2024-01-16 00:25:00
Mall,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,April,Wednesday,10,13,2024-04-10 13:53:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,February,Wednesday,21,16,2024-02-21 16:54:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Tuesday,2,6,2024-01-02 06:21:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Sunday,10,12,2024-03-10 12:40:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Friday,26,3,2024-01-26 03:20:00
University District,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,February,Wednesday,28,6,2024-02-28 06:09:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,February,Wednesday,28,13,2024-02-28 13:04:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Friday,26,7,2024-01-26 07:27:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,April,Sunday,21,6,2024-04-21 06:56:00
University District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,April,Friday,12,16,2024-04-12 16:43:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Friday,19,11,2024-04-19 11:47:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,March,Monday,4,14,2024-03-04 14:08:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Thursday,14,23,2024-03-14 23:02:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Wednesday,13,14,2024-03-13 14:47:00
Mall,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,January,Saturday,13,7,2024-01-13 07:57:00
University District,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,March,Friday,15,9,2024-03-15 09:36:00
Suburbs,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,April,Tuesday,9,7,2024-04-09 07:46:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Saturday,27,8,2024-04-27 08:42:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Tuesday,5,3,2024-03-05 03:02:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Saturday,2,15,2024-03-02 15:20:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,April,Wednesday,3,16,2024-04-03 16:03:00
Downtown,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Monday,22,2,2024-04-22 02:40:00
University District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,April,Tuesday,23,17,2024-04-23 17:51:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,3,14.13,6.75,2024,April,Sunday,7,0,2024-04-07 00:29:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,January,Tuesday,9,10,2024-01-09 10:13:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,February,Friday,2,15,2024-02-02 15:06:00
Mall,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,April,Sunday,21,1,2024-04-21 01:43:00
University District,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,April,Monday,29,19,2024-04-29 19:44:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,February,Thursday,8,13,2024-02-08 13:08:00
University District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Monday,1,23,2024-01-01 23:21:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Sunday,7,23,2024-04-07 23:16:00
Suburbs,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,April,Thursday,25,12,2024-04-25 12:53:00
Mall,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Sunday,10,15,2024-03-10 15:53:00
University District,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,April,Friday,5,2,2024-04-05 02:53:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,February,Sunday,18,8,2024-02-18 08:21:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Sunday,24,2,2024-03-24 02:33:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Thursday,28,21,2024-03-28 21:05:00
Downtown,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,February,Monday,26,10,2024-02-26 10:59:00
University District,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,February,Saturday,10,9,2024-02-10 09:31:00
Financial District,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,January,Monday,8,4,2024-01-08 04:34:00
