location,comment,rating,feedback_date
Financial District,Will come again,4,2024-01-20
Financial District,Will come again,5,2024-04-03
Suburbs,Too noisy,5,2024-04-24
University District,Very clean,5,2024-02-21
Mall,Best coffee ever,5,2024-03-17
Mall,Bad experience,4,2024-01-05
University District,Too noisy,4,2024-02-23
Financial District,Very clean,3,2024-02-06
University District,Great service!,2,2024-03-02
Downtown,Will come again,5,2024-01-11
University District,Needs more vegan options,5,2024-02-11
Downtown,Too noisy,5,2024-01-06
Mall,Best coffee ever,2,2024-04-11
Mall,Will come again,4,2024-03-29
Mall,Friendly barista,4,2024-04-28
Financial District,Line was too long,4,2024-02-14
Downtown,Line was too long,4,2024-04-11
Downtown,Needs more vegan options,4,2024-02-26
Downtown,Needs more vegan options,4,2024-02-08
University District,Great service!,3,2024-04-13
Financial District,Excellent staff,5,2024-04-15
Mall,Tasty food,5,2024-04-16
University District,Not impressed,5,2024-04-02
Financial District,Great service!,5,2024-02-06
Mall,Will come again,5,2024-02-09
Downtown,Great service!,2,2024-02-27
Downtown,Will come again,4,2024-04-06
Downtown,Not impressed,4,2024-01-07
Suburbs,Excellent staff,3,2024-03-22
Downtown,Coffee was cold,3,2024-04-17
Mall,Coffee was cold,2,2024-04-24
University District,Will come again,4,2024-02-09
University District,Tasty food,3,2024-02-04
Suburbs,Needs more vegan options,3,2024-03-14
Suburbs,Wifi was slow,4,2024-03-27
Mall,Will come again,3,2024-04-27
Financial District,Great service!,4,2024-01-14
Suburbs,Bad experience,3,2024-03-23
Suburbs,Very clean,4,2024-04-24
Mall,Wifi was slow,3,2024-04-03
University District,Line was too long,5,2024-01-09
Mall,Not impressed,5,2024-03-09
Downtown,Tasty food,5,2024-02-08
Financial District,Friendly barista,1,2024-02-14
Suburbs,Bad experience,5,2024-03-01
Financial District,Very clean,4,2024-02-19
Mall,Coffee was cold,2,2024-04-18
University District,Will come again,5,2024-04-05
Financial District,Needs more vegan options,2,2024-04-12
Suburbs,Line was too long,5,2024-02-09
Downtown,Great service!,4,2024-01-28
Financial District,Bad experience,3,2024-02-05
Mall,Excellent staff,4,2024-04-22
Mall,Friendly barista,3,2024-01-10
Financial District,Needs more vegan options,4,2024-03-01
Mall,Too noisy,1,2024-03-08
Financial District,Great service!,5,2024-02-06
Financial District,Not impressed,2,2024-04-01
University District,Great service!,4,2024-04-10
Mall,Not impressed,4,2024-04-23
University District,Wifi was slow,4,2024-01-24
Mall,Very clean,1,2024-02-03
University District,Bad experience,4,2024-04-16
Downtown,Not impressed,4,2024-03-31
Mall,Needs more vegan options,4,2024-01-01
University District,Not impressed,4,2024-01-21
Downtown,Excellent staff,3,2024-03-11
Downtown,Best coffee ever,3,2024-02-13
Downtown,Too noisy,4,2024-02-09
University District,Too noisy,4,2024-04-17
Downtown,Great service!,4,2024-03-19
Suburbs,Wifi was slow,3,2024-03-18
Mall,Bad experience,5,2024-04-03
Suburbs,Coffee was cold,5,2024-02-21
Suburbs,Tasty food,4,2024-01-01
Mall,Not impressed,4,2024-02-22
Suburbs,Friendly barista,3,2024-03-07
Downtown,Wifi was slow,5,2024-02-02
Financial District,Friendly barista,3,2024-01-11
Suburbs,Best coffee ever,4,2024-03-27
Mall,Line was too long,4,2024-02-10
University District,Not impressed,3,2024-03-29
University District,Needs more vegan options,5,2024-03-08
Downtown,Great service!,2,2024-04-13
Suburbs,Friendly barista,4,2024-02-18
Financial District,Not impressed,3,2024-02-29
University District,Coffee was cold,4,2024-04-05
Financial District,Will come again,5,2024-02-15
Downtown,Loved the croissant,5,2024-03-24
Mall,Excellent staff,4,2024-01-16
Mall,Will come again,3,2024-03-24
Downtown,Will come again,4,2024-02-03
Financial District,Needs more vegan options,4,2024-01-24
Financial District,Friendly barista,3,2024-01-08
Financial District,Friendly barista,3,2024-04-28
Downtown,Line was too long,3,2024-04-20
University District,Wifi was slow,2,2024-03-08
University District,Needs more vegan options,3,2024-01-30
Suburbs,Great service!,1,2024-02-22
Mall,Too noisy,2,2024-04-20
Mall,Best coffee ever,5,2024-02-22
Suburbs,Very clean,3,2024-03-05
Financial District,Great service!,5,2024-01-27
Downtown,Will come again,5,2024-04-04
Mall,Best coffee ever,4,2024-01-13
Financial District,Loved the croissant,4,2024-03-26
University District,Excellent staff,3,2024-01-07
Financial District,Bad experience,2,2024-03-20
Suburbs,Bad experience,4,2024-01-27
Downtown,Very clean,5,2024-02-05
Mall,Line was too long,4,2024-03-07
Suburbs,Loved the croissant,2,2024-04-17
University District,Coffee was cold,4,2024-02-25
University District,Friendly barista,4,2024-03-22
Downtown,Best coffee ever,4,2024-01-14
Mall,Not impressed,2,2024-01-01
University District,Great service!,4,2024-02-08
Suburbs,Line was too long,4,2024-01-19
University District,Very clean,5,2024-03-07
Mall,Very clean,3,2024-03-26
Financial District,Too noisy,2,2024-02-16
University District,Will come again,5,2024-02-20
University District,Best coffee ever,2,2024-04-14
University District,Tasty food,4,2024-04-23
Financial District,Not impressed,5,2024-03-05
Mall,Friendly barista,3,2024-01-07
Suburbs,Too noisy,4,2024-04-02
Mall,Line was too long,4,2024-02-16
Downtown,Tasty food,4,2024-01-07
Suburbs,Best coffee ever,4,2024-03-13
Financial District,Very clean,2,2024-04-26
Downtown,Great service!,5,2024-04-21
University District,Wifi was slow,5,2024-04-24
University District,Needs more vegan options,2,2024-04-05
Mall,Friendly barista,4,2024-02-27
Financial District,Line was too long,4,2024-04-17
Financial District,Wifi was slow,1,2024-04-23
University District,Too noisy,4,2024-04-05
University District,Excellent staff,4,2024-02-25
Financial District,Coffee was cold,2,2024-03-20
Financial District,Excellent staff,3,2024-03-09
Mall,Bad experience,5,2024-02-03
University District,Best coffee ever,5,2024-02-17
Financial District,Loved the croissant,3,2024-04-05
Downtown,Line was too long,4,2024-02-07
Downtown,Wifi was slow,3,2024-02-09
Downtown,Best coffee ever,4,2024-03-23
Suburbs,Excellent staff,3,2024-04-06
Downtown,Excellent staff,4,2024-01-29
Financial District,Not impressed,5,2024-03-25
Suburbs,Tasty food,4,2024-04-29
University District,Line was too long,3,2024-02-06
Financial District,Excellent staff,4,2024-04-24
Downtown,Very clean,4,2024-01-07
University District,Line was too long,2,2024-04-15
Downtown,Best coffee ever,3,2024-03-20
Mall,Not impressed,3,2024-03-17
Suburbs,Will come again,5,2024-02-08
University District,Very clean,3,2024-04-10
Downtown,Will come again,4,2024-01-18
Mall,Too noisy,4,2024-01-10
Suburbs,Very clean,2,2024-02-25
Downtown,Wifi was slow,2,2024-01-23
Financial District,Line was too long,5,2024-03-27
Mall,Line was too long,3,2024-02-25
University District,Loved the croissant,4,2024-04-13
Downtown,Bad experience,5,2024-04-09
University District,Bad experience,4,2024-02-02
Financial District,Too noisy,4,2024-02-14
University District,Great service!,4,2024-04-15
Mall,Tasty food,4,2024-03-16
Suburbs,Line was too long,2,2024-03-24
Downtown,Wifi was slow,5,2024-02-03
Suburbs,Will come again,4,2024-01-06
Downtown,Bad experience,3,2024-04-29
University District,Loved the croissant,5,2024-01-10
University District,Coffee was cold,5,2024-03-14
Mall,Friendly barista,5,2024-03-07
University District,Will come again,2,2024-02-07
Financial District,Needs more vegan options,1,2024-04-01
Mall,Needs more vegan options,4,2024-03-19
Downtown,Loved the croissant,3,2024-02-13
University District,Loved the croissant,5,2024-01-09
Downtown,Best coffee ever,4,2024-03-08
University District,Friendly barista,4,2024-04-11
Mall,Great service!,4,2024-04-23
Financial District,Loved the croissant,4,2024-01-30
Downtown,Best coffee ever,4,2024-04-11
Suburbs,Excellent staff,3,2024-03-02
University District,Excellent staff,5,2024-02-02
Mall,Needs more vegan options,4,2024-01-12
Downtown,Needs more vegan options,3,2024-04-28
Mall,Friendly barista,1,2024-04-08
Downtown,Will come again,3,2024-03-04
Financial District,Loved the croissant,4,2024-03-16
University District,Too noisy,5,2024-02-04
Downtown,Too noisy,2,2024-04-15
Suburbs,Will come again,4,2024-04-11
University District,Line was too long,3,2024-03-02
University District,Friendly barista,2,2024-04-26
Mall,Tasty food,4,2024-01-17
University District,Bad experience,2,2024-04-06
Downtown,Not impressed,4,2024-02-03
Financial District,Line was too long,4,2024-03-23
Downtown,Line was too long,3,2024-03-01
University District,Will come again,5,2024-03-24
Suburbs,Line was too long,4,2024-03-30
Suburbs,Friendly barista,4,2024-03-02
Downtown,Very clean,3,2024-04-11
Downtown,Loved the croissant,4,2024-04-15
Downtown,Will come again,4,2024-04-04
Downtown,Bad experience,4,2024-01-10
Mall,Too noisy,2,2024-02-19
Downtown,Tasty food,2,2024-04-28
Mall,Loved the croissant,1,2024-03-12
University District,Very clean,3,2024-02-21
Downtown,Wifi was slow,4,2024-01-07
Downtown,Excellent staff,4,2024-02-11
Suburbs,Friendly barista,4,2024-02-26
University District,Not impressed,4,2024-02-02
University District,Very clean,2,2024-02-23
Downtown,Not impressed,4,2024-04-20
University District,Very clean,3,2024-04-15
Financial District,Tasty food,3,2024-03-26
Suburbs,Coffee was cold,4,2024-04-08
University District,Tasty food,4,2024-02-24
Financial District,Tasty food,3,2024-01-09
Downtown,Needs more vegan options,4,2024-02-14
Suburbs,Not impressed,2,2024-02-07
Suburbs,Great service!,3,2024-01-19
Suburbs,Wifi was slow,4,2024-04-05
Financial District,Will come again,1,2024-04-07
Mall,Very clean,3,2024-02-13
Suburbs,Not impressed,4,2024-03-02
Financial District,Very clean,3,2024-04-16
Mall,Coffee was cold,5,2024-01-13
Financial District,Friendly barista,4,2024-03-26
